,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,type,city
31076,0,1,4.0,2159,44,57,873,1000.0,4,17
31077,1,1,4.1,1250,44,24,1597,600.0,4,17
31078,1,1,4.3,2572,44,6,944,1200.0,4,17
31079,0,0,4.3,2304,44,24,83,800.0,4,17
31080,1,1,4.4,3674,44,24,846,1400.0,4,17
31081,0,0,4.4,174,44,20,638,600.0,4,17
31082,0,1,4.5,685,44,24,842,1400.0,4,17
31083,1,0,4.3,2873,44,16,484,600.0,4,17
31084,0,0,3.8,1161,44,24,59,650.0,4,17
31085,1,1,4.3,1807,44,26,912,900.0,4,17
31086,1,0,4.1,6943,44,24,1929,750.0,4,17
31087,0,0,4.5,733,44,24,1522,1200.0,4,17
31088,0,0,4.1,440,44,24,1684,500.0,4,17
31089,1,0,3.7,28,44,24,1502,600.0,4,17
31090,0,1,4.1,1795,44,24,15,1000.0,4,17
31091,1,0,4.4,949,44,16,600,900.0,4,17
31092,1,1,4.1,1697,44,24,1662,1200.0,4,17
31093,1,1,4.4,387,44,25,1521,1500.0,4,17
31094,1,1,4.2,496,44,16,550,800.0,4,17
31095,0,1,4.3,1470,44,16,568,800.0,4,17
31096,1,1,4.1,1789,44,68,1217,1200.0,4,17
31097,1,0,4.2,533,44,24,833,600.0,4,17
31098,1,0,4.3,341,44,24,760,800.0,4,17
31099,0,1,4.5,549,44,16,574,900.0,4,17
31100,1,1,4.5,208,44,16,675,800.0,4,17
31101,1,0,4.1,1570,44,24,142,750.0,4,17
31102,1,0,4.3,1593,44,24,191,550.0,4,17
31103,0,1,4.3,2248,44,24,849,1100.0,4,17
31104,0,0,4.2,676,44,24,2239,650.0,4,17
31105,1,1,4.2,874,44,16,487,600.0,4,17
31106,1,1,4.1,222,44,24,1718,600.0,4,17
31107,0,0,4.0,431,44,16,557,300.0,4,17
31108,1,0,3.9,660,44,24,862,500.0,4,17
31109,1,0,4.1,1117,44,24,410,750.0,4,17
31110,0,1,4.4,326,44,24,1467,1200.0,4,17
31111,1,0,4.0,784,44,24,341,800.0,4,17
31112,1,1,4.0,859,44,24,843,850.0,4,17
31113,1,0,4.2,1063,44,16,555,800.0,4,17
31114,0,1,3.9,150,44,69,1239,1000.0,4,17
31115,1,1,4.2,344,44,24,1597,700.0,4,17
31116,1,0,3.1,910,44,24,1903,600.0,4,17
31117,1,0,3.6,16,44,16,550,500.0,4,17
31118,1,0,3.7,259,44,24,1574,750.0,4,17
31119,1,1,4.1,402,44,18,585,1200.0,4,17
31120,1,0,3.8,23,44,16,550,600.0,4,17
31121,1,0,4.0,314,44,24,850,800.0,4,17
31122,1,1,4.2,1704,44,16,630,650.0,4,17
31123,0,1,4.1,1237,44,60,879,1500.0,4,17
31124,1,1,4.4,347,44,25,734,1000.0,4,17
31126,1,1,4.2,296,44,24,2144,800.0,4,17
31127,1,0,3.8,473,44,24,2253,500.0,4,17
31128,1,0,3.9,1142,44,24,1871,500.0,4,17
31129,1,0,3.8,66,44,24,128,800.0,4,17
31130,1,0,4.1,141,44,16,623,1200.0,4,17
31131,1,0,3.6,73,44,24,258,700.0,4,17
31132,0,1,3.9,1389,44,57,983,1400.0,4,17
31133,0,0,4.5,42,44,24,737,800.0,4,17
31134,1,1,3.9,485,44,24,1966,700.0,4,17
31135,1,0,3.9,823,44,24,772,750.0,4,17
31136,0,1,3.9,590,44,71,988,1300.0,4,17
31137,1,0,3.9,782,44,24,335,750.0,4,17
31138,1,0,4.1,1003,44,24,1912,700.0,4,17
31139,0,0,3.0,38,44,68,1214,1000.0,4,17
31140,1,0,4.4,480,44,16,692,450.0,4,17
31141,0,0,4.1,183,44,62,1597,150.0,4,17
31142,1,0,4.0,152,44,14,297,350.0,4,17
31143,1,1,4.0,236,44,24,1577,800.0,4,17
31144,1,0,3.8,172,44,24,1962,550.0,4,17
31145,1,0,4.0,201,44,16,568,800.0,4,17
31147,1,0,3.6,242,44,24,1943,1000.0,4,17
31148,1,0,4.1,93,44,16,542,600.0,4,17
31149,0,0,3.7,34,44,62,1624,300.0,4,17
31150,0,0,3.3,10,44,86,386,600.0,4,17
31151,1,0,3.7,382,44,24,1425,600.0,4,17
31152,1,0,3.8,22,44,16,500,500.0,4,17
31153,0,0,3.6,23,44,62,49,200.0,4,17
31154,0,0,4.0,57,44,24,2364,500.0,4,17
31155,0,0,3.8,47,44,16,626,600.0,4,17
31156,0,0,4.3,138,44,16,542,800.0,4,17
31157,1,0,3.8,149,44,24,395,600.0,4,17
31158,0,1,3.5,32,44,24,1662,1000.0,4,17
31159,1,0,4.1,238,44,24,1828,500.0,4,17
31160,1,0,3.8,18,44,16,479,500.0,4,17
31161,0,0,3.9,626,44,24,772,600.0,4,17
31162,1,0,2.9,70,44,16,479,650.0,4,17
31163,0,0,3.1,7,44,14,296,200.0,4,17
31164,0,0,3.3,4,44,62,49,300.0,4,17
31165,0,0,3.5,7,44,24,870,850.0,4,17
31166,0,0,3.3,5,44,62,49,150.0,4,17
31167,0,0,3.4,39,44,24,1438,700.0,4,17
31168,1,0,3.6,207,44,24,1445,500.0,4,17
31169,1,1,3.7,110,44,24,1662,900.0,4,17
31170,1,0,4.2,414,44,16,594,700.0,4,17
31171,1,0,4.5,2620,44,40,1309,500.0,4,17
31172,0,0,4.1,1227,44,73,1526,400.0,4,17
31173,1,0,4.2,972,44,73,2164,200.0,4,17
31174,0,0,4.3,995,44,73,861,350.0,4,17
31176,1,0,4.2,557,44,73,2371,400.0,4,17
31177,0,0,4.2,52,44,73,2164,200.0,4,17
31178,1,0,4.3,171,44,73,461,500.0,4,17
31179,1,0,3.7,21,44,73,408,750.0,4,17
31180,1,0,4.3,246,44,73,2367,600.0,4,17
31182,0,0,4.1,209,44,73,224,200.0,4,17
31183,1,0,3.7,219,44,78,2100,600.0,4,17
31184,1,0,3.7,116,44,73,2049,750.0,4,17
31185,1,0,3.8,76,44,73,272,500.0,4,17
31186,1,0,4.0,88,44,73,1903,400.0,4,17
31187,1,0,4.0,685,44,73,861,250.0,4,17
31188,1,0,3.8,295,44,73,1120,500.0,4,17
31189,1,0,4.2,166,44,73,1098,300.0,4,17
31190,0,0,3.8,27,44,73,1595,400.0,4,17
31191,1,0,3.9,41,44,73,1597,250.0,4,17
31192,1,0,3.6,75,44,73,462,600.0,4,17
31193,1,0,3.8,140,44,73,2241,200.0,4,17
31194,1,0,3.7,51,44,73,839,300.0,4,17
31195,1,0,3.8,34,46,73,1187,250.0,4,17
31196,1,0,3.7,24,44,73,159,500.0,4,17
31197,1,0,3.9,64,44,73,1472,300.0,4,17
31198,0,0,3.8,20,44,73,1260,300.0,4,17
31199,1,0,3.3,49,44,73,335,300.0,4,17
31200,0,0,3.8,89,44,73,1849,300.0,4,17
31201,1,0,4.1,76,44,73,2120,450.0,4,17
31202,1,0,3.3,4,44,73,704,300.0,4,17
31203,0,0,3.4,6,44,73,130,300.0,4,17
31204,1,0,3.9,44,44,73,2365,500.0,4,17
31205,1,0,3.6,14,0,73,1962,200.0,4,17
31206,0,0,3.2,7,44,73,1394,100.0,4,17
31207,0,0,3.2,4,44,73,1983,300.0,4,17
31208,0,0,2.9,14,44,73,961,400.0,4,17
31210,0,0,3.7,21,44,73,26,250.0,4,17
31211,0,0,3.6,10,44,73,2336,200.0,4,17
31214,1,0,3.5,16,44,73,793,200.0,4,17
31216,1,0,3.1,7,44,73,393,500.0,4,17
31217,0,0,3.0,18,44,73,1189,300.0,4,17
31218,0,0,3.1,21,44,73,2239,200.0,4,17
31219,0,0,3.5,12,44,73,205,200.0,4,17
31221,0,0,3.5,15,44,43,1061,400.0,4,17
31222,0,0,3.5,6,44,73,782,250.0,4,17
31223,0,0,3.2,9,44,73,1762,250.0,4,17
31226,1,0,3.4,11,44,73,1505,300.0,4,17
31227,1,0,3.7,17,44,73,360,250.0,4,17
31228,1,0,4.1,205,44,73,1098,250.0,4,17
31229,0,0,3.8,21,44,73,1108,100.0,4,17
31230,1,0,3.8,433,44,43,1041,800.0,4,17
31231,0,0,3.0,9,44,73,1394,150.0,4,17
31233,1,1,4.3,563,45,65,1011,2000.0,4,17
31234,1,0,4.6,4694,46,57,38,1500.0,4,17
31235,0,1,4.4,2362,46,25,1546,1100.0,4,17
31236,0,0,4.6,7122,43,16,482,600.0,4,17
31237,0,1,4.6,6372,46,7,1520,1600.0,4,17
31238,0,1,4.5,7854,43,72,18,1800.0,4,17
31239,0,1,4.3,217,43,25,1028,1200.0,4,17
31240,0,1,4.4,373,42,22,481,1000.0,4,17
31241,1,1,4.4,9079,43,26,2043,600.0,4,17
31242,0,1,4.7,3628,40,24,1831,1600.0,4,17
31243,1,1,4.5,1889,40,25,1972,1200.0,4,17
31244,1,0,4.3,3459,46,24,1597,600.0,4,17
31245,0,1,4.6,890,43,65,943,1400.0,4,17
31246,1,1,4.4,459,46,25,1597,1500.0,4,17
31247,1,1,4.4,2394,43,24,1488,1000.0,4,17
31248,0,1,4.5,1231,43,64,41,1200.0,4,17
31249,0,0,4.4,1225,43,16,560,800.0,4,17
31250,0,1,4.1,786,42,24,1897,1500.0,4,17
31251,0,1,4.4,4081,43,7,164,1200.0,4,17
31252,1,1,4.5,718,46,24,1375,1500.0,4,17
31253,0,1,4.2,1741,43,68,732,1400.0,4,17
31254,1,0,4.4,362,45,16,668,500.0,4,17
31255,0,1,4.5,571,45,6,1238,1000.0,4,17
31256,1,0,4.0,75,47,16,540,400.0,4,17
31257,0,1,4.3,1551,40,68,1235,1200.0,4,17
31258,1,1,4.2,1367,46,25,160,1400.0,4,17
31259,1,1,4.5,261,43,24,1374,1300.0,4,17
31260,1,1,4.4,523,45,24,24,2500.0,4,17
31261,0,0,3.7,4652,45,61,1807,2000.0,4,17
31262,1,1,4.4,1854,45,24,704,1100.0,4,17
31263,1,1,4.4,681,46,24,1903,1500.0,4,17
31264,1,1,4.1,1855,40,16,492,600.0,4,17
31265,1,1,4.2,1176,43,68,1219,1300.0,4,17
31266,1,0,4.1,3006,40,16,527,1000.0,4,17
31268,1,1,4.2,2714,42,16,566,1000.0,4,17
31269,0,0,4.1,314,43,16,542,600.0,4,17
31270,1,1,4.4,1808,43,24,2380,1000.0,4,17
31271,1,0,4.0,576,40,24,280,600.0,4,17
31272,0,1,4.3,164,43,24,712,800.0,4,17
31273,0,0,4.3,294,43,16,645,850.0,4,17
31274,1,1,4.4,192,42,16,479,1000.0,4,17
31275,0,0,3.9,1160,43,24,700,650.0,4,17
31276,1,0,4.2,823,45,24,1597,1000.0,4,17
31278,0,0,4.1,2449,45,16,524,700.0,4,17
31279,1,1,4.2,1626,43,24,2108,1500.0,4,17
31280,1,0,4.6,1026,46,20,596,550.0,4,17
31281,1,1,4.1,258,43,24,1589,750.0,4,17
31282,0,1,4.1,811,43,25,59,800.0,4,17
31283,1,1,4.1,601,45,24,1363,1100.0,4,17
31284,1,1,4.1,674,42,24,845,900.0,4,17
31285,1,0,4.1,845,45,24,2146,700.0,4,17
31286,1,1,4.4,466,43,16,565,800.0,4,17
31287,1,0,4.0,960,46,24,2368,500.0,4,17
31288,1,1,4.0,1238,43,16,479,700.0,4,17
31289,1,0,4.1,1962,45,24,270,650.0,4,17
31290,1,1,4.0,151,41,24,966,1100.0,4,17
31291,1,1,4.0,1864,45,24,1597,600.0,4,17
31292,0,1,4.1,759,42,6,1662,1200.0,4,17
31293,1,1,3.7,21,25,24,91,700.0,4,17
31294,0,1,4.2,818,45,16,558,800.0,4,17
31295,0,0,4.0,1408,45,71,880,1000.0,4,17
31296,1,0,4.1,778,40,16,542,700.0,4,17
31297,0,1,4.1,450,46,24,1597,650.0,4,17
31298,1,0,3.8,178,40,24,1846,800.0,4,17
31299,1,0,3.7,32,45,24,1597,700.0,4,17
31300,1,0,3.8,19,46,24,2052,400.0,4,17
31301,1,1,4.2,767,43,24,1768,1700.0,4,17
31302,0,0,3.9,740,45,7,16,1400.0,4,17
31303,1,0,3.8,75,43,24,958,750.0,4,17
31304,1,1,3.9,144,43,24,917,1000.0,4,17
31305,1,1,4.0,1515,42,16,542,900.0,4,17
31306,1,1,4.0,1515,42,16,542,900.0,4,17
31307,1,0,4.0,457,40,24,1597,650.0,4,17
31308,0,0,3.9,70,25,6,1662,1500.0,4,17
31309,1,0,4.1,306,46,16,576,600.0,4,17
31310,1,0,4.1,992,45,16,566,600.0,4,17
31311,1,0,4.2,169,43,16,592,700.0,4,17
31312,1,1,3.7,291,43,24,87,750.0,4,17
31313,1,0,4.1,65,43,19,633,700.0,4,17
31314,1,1,4.0,797,46,24,1597,900.0,4,17
31315,1,1,4.0,281,43,25,1081,1500.0,4,17
31316,1,0,4.1,894,42,16,556,800.0,4,17
31317,0,0,3.9,34,43,6,2165,1000.0,4,17
31318,0,1,3.9,282,46,25,1017,1000.0,4,17
31320,1,0,3.7,483,43,24,1034,800.0,4,17
31322,0,0,4.2,226,41,16,685,200.0,4,17
31323,1,1,3.9,598,43,6,1236,1200.0,4,17
31324,1,1,4.0,1390,46,24,927,1100.0,4,17
31325,1,0,3.9,457,45,24,704,1000.0,4,17
31326,1,0,4.0,515,46,24,778,750.0,4,17
31327,0,0,4.1,100,43,24,14,600.0,4,17
31328,1,0,3.5,889,46,24,1897,650.0,4,17
31329,1,0,3.9,475,45,24,2023,600.0,4,17
31330,0,0,4.2,270,45,71,1019,1400.0,4,17
31331,1,0,4.1,616,46,24,201,500.0,4,17
31332,1,0,4.0,108,40,24,1597,500.0,4,17
31333,0,1,4.2,117,46,24,1964,800.0,4,17
31334,1,0,3.6,32,46,16,691,500.0,4,17
31335,0,0,4.0,1209,43,16,570,650.0,4,17
31336,0,0,4.1,172,46,16,516,650.0,4,17
31337,1,1,4.4,103,47,16,550,700.0,4,17
31338,1,0,3.7,130,40,25,870,1200.0,4,17
31340,1,0,4.0,782,45,24,1371,750.0,4,17
31341,1,0,4.1,61,41,16,622,600.0,4,17
31342,0,0,3.7,25,46,62,1684,300.0,4,17
31343,1,0,3.8,267,46,24,1595,650.0,4,17
31344,0,0,3.8,674,45,68,37,1700.0,4,17
31345,0,1,4.1,354,42,46,1082,2000.0,4,17
31346,0,0,4.1,324,46,16,491,700.0,4,17
31347,1,0,3.9,454,46,24,258,600.0,4,17
31348,0,0,4.0,293,45,14,2344,250.0,4,17
31349,0,1,4.3,106,46,24,1608,1000.0,4,17
31350,0,0,3.9,107,43,6,1214,1500.0,4,17
31351,1,0,2.8,152,46,24,1679,700.0,4,17
31352,0,0,3.7,107,40,24,1687,500.0,4,17
31353,0,0,3.8,38,45,24,2008,900.0,4,17
31354,1,0,3.7,26,45,73,1454,400.0,4,17
31355,1,0,2.9,13,46,24,1903,600.0,4,17
31356,1,0,3.9,293,45,56,2323,250.0,4,17
31357,1,0,3.4,31,45,24,2239,700.0,4,17
31358,1,0,3.8,94,40,24,1741,600.0,4,17
31359,1,0,3.9,332,40,24,843,600.0,4,17
31360,1,1,4.2,325,46,24,1678,800.0,4,17
31362,1,0,3.6,165,42,24,1662,500.0,4,17
31363,1,0,4.0,69,45,24,1500,1000.0,4,17
31364,1,0,3.8,38,40,24,1597,500.0,4,17
31365,1,0,3.9,523,43,24,849,500.0,4,17
31366,1,1,3.7,1015,45,6,915,1300.0,4,17
31367,0,0,3.7,73,45,84,1536,250.0,4,17
31368,1,0,3.7,24,46,16,479,550.0,4,17
31369,1,0,3.5,74,45,24,1404,600.0,4,17
31370,1,0,3.8,222,18,24,772,600.0,4,17
31372,1,0,3.9,395,46,24,1249,750.0,4,17
31373,1,0,4.1,507,45,16,539,600.0,4,17
31374,0,0,3.8,27,43,16,479,450.0,4,17
31375,0,0,2.5,547,43,24,1597,450.0,4,17
31376,0,0,3.5,17,18,24,1662,800.0,4,17
31377,0,0,3.5,20,45,24,2236,400.0,4,17
31378,0,1,3.8,170,43,6,2236,1300.0,4,17
31379,1,0,3.1,121,45,24,1662,500.0,4,17
31380,1,0,2.7,249,46,24,2255,400.0,4,17
31381,1,1,4.1,221,43,24,1597,1000.0,4,17
31382,0,0,3.7,19,46,14,297,300.0,4,17
31383,0,0,3.5,14,46,24,782,1000.0,4,17
31384,1,0,4.0,275,42,16,479,500.0,4,17
31385,1,0,3.5,34,45,83,1534,250.0,4,17
31386,0,0,2.8,289,43,24,2253,250.0,4,17
31387,1,0,3.6,243,45,24,2128,800.0,4,17
31388,0,0,2.7,47,43,24,1597,800.0,4,17
31389,0,0,3.7,68,45,6,1221,1000.0,4,17
31390,1,0,3.6,45,40,24,1426,700.0,4,17
31391,1,0,3.8,57,46,24,2143,700.0,4,17
31392,1,0,3.5,9,46,7,1241,700.0,4,17
31393,0,0,3.4,7,45,24,1971,1000.0,4,17
31394,0,0,2.8,227,45,16,479,450.0,4,17
31395,0,0,3.3,5,40,25,1949,700.0,4,17
31396,1,0,3.7,47,45,24,1680,800.0,4,17
31397,1,0,3.8,215,45,24,1525,700.0,4,17
31398,1,0,3.4,34,46,24,1880,650.0,4,17
31399,0,0,3.5,11,41,57,1214,1600.0,4,17
31401,0,0,3.0,25,45,6,1221,2300.0,4,17
31404,1,0,3.2,15,45,73,335,250.0,4,17
31405,1,0,3.7,93,45,73,1962,300.0,4,17
31406,0,0,3.5,8,46,14,301,250.0,4,17
31407,0,0,3.6,54,45,73,1778,400.0,4,17
31408,0,0,3.8,29,45,6,1662,800.0,4,17
31409,0,0,3.2,6,40,14,1389,100.0,4,17
31410,0,0,3.8,152,45,71,44,1500.0,4,17
31411,0,0,3.7,46,40,16,542,600.0,4,17
31412,0,0,3.8,40,46,24,2191,500.0,4,17
31413,0,0,3.3,4,43,16,602,400.0,4,17
31414,0,0,2.9,12,45,16,665,500.0,4,17
31415,1,0,3.6,23,18,24,1698,800.0,4,17
31416,0,0,3.6,17,46,16,601,300.0,4,17
31422,0,0,4.0,138,46,24,1613,800.0,4,17
31423,1,0,3.5,14,40,16,479,500.0,4,17
31425,0,0,3.4,18,45,62,335,250.0,4,17
31426,0,0,3.3,4,43,6,1662,1000.0,4,17
31427,0,0,3.5,11,47,73,1662,400.0,4,17
31428,0,0,3.2,4,43,16,489,600.0,4,17
31429,0,0,3.2,13,40,73,335,200.0,4,17
31430,0,0,3.3,6,18,24,871,900.0,4,17
31431,0,0,2.7,61,45,73,114,500.0,4,17
31432,0,0,3.4,21,18,73,1456,350.0,4,17
31433,0,0,3.2,4,18,73,2191,300.0,4,17
31438,1,0,3.4,356,18,73,1597,350.0,4,17
31439,1,0,3.5,5,43,24,704,800.0,4,17
31440,1,0,3.8,214,46,24,1873,700.0,4,17
31441,1,0,3.9,327,45,24,50,500.0,4,17
31442,1,0,3.6,10,25,24,1774,700.0,4,17
31443,0,1,3.7,81,45,57,1214,1200.0,4,17
31444,1,0,3.8,230,40,16,555,600.0,4,17
31445,1,0,3.7,52,43,16,645,450.0,4,17
31447,1,0,4.1,1963,45,73,1524,600.0,4,17
31448,1,0,4.3,3618,45,73,2309,400.0,4,17
31449,0,0,4.2,1534,45,73,1729,600.0,4,17
31450,0,0,4.2,94,45,73,1597,400.0,4,17
31451,1,0,3.8,53,46,73,1256,350.0,4,17
31452,1,0,3.9,44,45,73,867,550.0,4,17
31453,1,0,4.1,506,43,73,1369,600.0,4,17
31454,1,0,4.3,220,40,73,1475,300.0,4,17
31455,1,0,4.2,534,46,73,2368,450.0,4,17
31456,1,0,4.3,656,45,73,2164,250.0,4,17
31457,1,0,4.0,62,45,73,1351,400.0,4,17
31458,1,0,4.3,193,45,73,2328,300.0,4,17
31459,1,1,4.3,343,43,73,1065,450.0,4,17
31460,0,0,3.7,468,45,73,2164,200.0,4,17
31461,1,0,4.3,279,46,73,1597,450.0,4,17
31462,1,0,4.0,138,47,73,2270,250.0,4,17
31463,1,0,4.1,271,40,73,170,500.0,4,17
31465,1,0,4.2,195,45,37,1067,400.0,4,17
31466,1,0,3.8,477,45,73,461,450.0,4,17
31467,1,0,4.4,384,46,73,2230,300.0,4,17
31468,1,0,3.8,94,40,73,294,250.0,4,17
31469,1,0,4.0,198,43,73,1597,500.0,4,17
31470,1,0,3.9,34,18,73,1597,300.0,4,17
31471,0,0,3.9,140,46,82,2317,200.0,4,17
31472,1,0,3.9,49,43,73,2208,400.0,4,17
31473,1,0,4.2,100,46,40,1055,900.0,4,17
31474,1,0,4.0,76,42,73,2261,300.0,4,17
31475,1,0,3.8,46,46,73,1128,400.0,4,17
31476,1,0,3.3,911,40,73,1630,250.0,4,17
31477,1,0,3.9,1049,46,73,462,600.0,4,17
31479,1,0,3.7,32,45,73,1189,450.0,4,17
31480,1,0,3.6,23,18,73,1115,300.0,4,17
31481,1,0,4.0,461,47,73,1649,500.0,4,17
31482,1,0,3.9,121,40,73,1684,400.0,4,17
31483,1,0,3.5,323,40,73,1480,500.0,4,17
31484,1,0,3.9,213,45,73,453,400.0,4,17
31485,1,0,4.0,212,43,73,1020,400.0,4,17
31486,1,0,3.5,12,18,73,1662,250.0,4,17
31487,1,0,3.9,501,45,73,2314,300.0,4,17
31488,0,0,3.6,16,46,73,2239,300.0,4,17
31489,0,0,3.4,6,45,73,1250,400.0,4,17
31490,0,0,3.1,117,46,73,335,200.0,4,17
31492,1,0,3.5,24,47,73,1591,350.0,4,17
31493,1,0,3.9,97,18,73,272,500.0,4,17
31494,1,0,3.9,43,45,73,2164,300.0,4,17
31495,0,0,4.0,72,45,73,2335,300.0,4,17
31496,1,0,3.8,28,40,73,456,400.0,4,17
31497,1,0,3.8,36,40,73,1491,300.0,4,17
31498,0,0,3.5,17,42,73,350,250.0,4,17
31499,0,0,3.9,154,45,73,2009,200.0,4,17
31500,1,0,3.9,85,46,73,1597,400.0,4,17
31501,1,0,4.0,76,40,73,2107,300.0,4,17
31502,1,0,3.5,10,46,73,1213,300.0,4,17
31504,1,0,3.8,41,46,73,335,200.0,4,17
31506,0,0,3.8,291,47,40,1058,500.0,4,17
31507,1,0,4.2,106,25,73,332,300.0,4,17
31508,1,0,3.9,96,40,73,1833,350.0,4,17
31509,1,0,3.8,108,45,73,523,400.0,4,17
31510,0,0,3.2,6,46,73,335,150.0,4,17
31512,1,0,3.8,48,47,73,1662,300.0,4,17
31513,1,0,3.6,95,40,73,1846,300.0,4,17
31514,1,0,3.7,434,43,73,1962,400.0,4,17
31515,0,0,4.0,99,45,73,2296,200.0,4,17
31516,1,0,3.8,37,40,73,938,200.0,4,17
31518,1,0,3.6,37,40,5,222,450.0,4,17
31519,1,0,3.5,15,40,73,1597,400.0,4,17
31520,1,0,4.1,322,45,73,1597,600.0,4,17
31521,1,0,2.8,137,40,73,1597,500.0,4,17
31522,0,0,2.7,45,45,73,1120,300.0,4,17
31523,1,1,4.1,152,45,73,534,600.0,4,17
31524,0,0,3.9,150,46,50,797,500.0,4,17
31525,1,0,3.6,23,40,73,704,300.0,4,17
31526,1,0,3.4,9,45,73,2164,250.0,4,17
31528,0,0,3.6,28,43,73,1949,250.0,4,17
31529,1,0,3.7,21,40,73,264,300.0,4,17
31530,1,0,3.5,10,40,73,1150,200.0,4,17
31531,0,0,3.5,70,46,73,2331,200.0,4,17
31532,0,0,3.8,37,46,54,1434,400.0,4,17
31533,1,0,3.3,10,40,73,1662,300.0,4,17
31534,1,0,3.8,18,40,73,1454,200.0,4,17
31537,1,0,3.3,395,46,73,1597,400.0,4,17
31538,1,0,3.6,97,40,73,1428,300.0,4,17
31539,0,0,2.6,153,40,73,1192,300.0,4,17
31540,1,0,3.9,188,47,73,780,400.0,4,17
31541,1,0,3.9,554,46,73,1099,600.0,4,17
31543,0,0,3.4,8,47,73,354,300.0,4,17
31544,0,0,4.0,203,45,54,259,350.0,4,17
31547,1,0,2.8,94,18,73,1662,300.0,4,17
31549,0,0,2.8,64,46,73,2239,300.0,4,17
31550,1,0,3.4,6,40,73,1614,500.0,4,17
31551,0,0,2.8,53,43,5,246,600.0,4,17
31552,0,0,3.7,35,46,73,1762,300.0,4,17
31554,1,0,3.6,90,46,73,1120,500.0,4,17
31555,1,0,3.4,25,40,73,1597,200.0,4,17
31556,1,0,3.6,41,45,50,1454,500.0,4,17
31557,1,0,3.1,8,18,73,1597,300.0,4,17
31558,0,0,3.6,13,46,73,2164,300.0,4,17
31559,0,0,3.5,12,41,73,2164,200.0,4,17
31560,0,0,3.1,39,45,73,1482,250.0,4,17
31561,0,0,3.6,68,46,50,1415,550.0,4,17
31562,0,0,3.8,82,46,73,745,200.0,4,17
31563,1,0,3.7,95,40,73,1597,150.0,4,17
31564,1,0,3.7,36,45,73,2075,300.0,4,17
31565,1,0,3.4,65,45,73,433,350.0,4,17
31566,1,0,3.9,241,43,73,2052,600.0,4,17
31568,0,0,3.6,47,40,73,2236,300.0,4,17
31569,0,0,2.9,53,46,73,1470,300.0,4,17
31570,0,0,3.5,8,45,73,1833,250.0,4,17
31571,0,0,3.3,5,40,73,1949,200.0,4,17
31574,1,0,3.6,82,40,73,2097,400.0,4,17
31575,1,0,3.6,21,47,73,1833,300.0,4,17
31576,1,0,3.8,36,40,73,1415,300.0,4,17
31577,1,0,3.5,21,40,73,1662,350.0,4,17
31578,1,0,3.7,42,18,73,782,300.0,4,17
31579,1,0,3.4,17,43,73,382,400.0,4,17
31581,1,0,4.0,270,40,73,1680,450.0,4,17
31582,0,0,3.4,11,46,73,752,200.0,4,17
31583,0,0,3.3,9,46,82,1077,150.0,4,17
31584,0,0,3.8,14,45,73,767,350.0,4,17
31585,0,0,3.8,65,45,73,870,550.0,4,17
31586,0,0,3.6,30,40,73,1368,350.0,4,17
31587,0,0,3.1,14,45,73,1401,200.0,4,17
31588,0,0,3.3,6,40,73,1684,350.0,4,17
31589,0,0,3.3,4,46,73,2175,300.0,4,17
31590,0,0,2.9,11,45,73,1876,400.0,4,17
31591,0,0,4.0,126,45,73,2117,300.0,4,17
31592,0,0,3.7,23,40,73,2164,150.0,4,17
31593,0,0,3.6,12,43,73,1013,650.0,4,17
31594,0,0,3.4,4,47,73,2236,300.0,4,17
31595,0,0,3.3,8,18,73,335,100.0,4,17
31597,0,0,3.6,21,18,73,2164,200.0,4,17
31602,1,0,3.4,19,40,73,1415,200.0,4,17
31603,1,0,3.6,72,45,73,1522,200.0,4,17
31605,1,0,3.8,63,25,73,1189,350.0,4,17
31606,0,0,3.7,32,18,73,772,500.0,4,17
31607,1,0,3.0,6,18,73,782,200.0,4,17
31608,1,0,3.4,6,45,73,1118,350.0,4,17
31609,0,0,3.4,9,46,73,2336,100.0,4,17
31611,0,0,3.2,7,40,73,382,200.0,4,17
31620,0,0,3.3,4,47,73,66,350.0,4,17
31622,0,0,3.5,7,45,54,1098,300.0,4,17
31623,0,0,3.3,7,18,73,783,250.0,4,17
31624,0,0,3.3,9,18,73,335,200.0,4,17
31630,0,0,3.2,4,18,73,704,150.0,4,17
31631,0,0,2.3,77,40,73,1368,600.0,4,17
31647,1,0,3.0,7,45,73,135,400.0,4,17
31648,0,0,2.9,21,43,73,69,450.0,4,17
31649,1,0,3.3,5,18,73,745,100.0,4,17
31650,1,0,3.3,7,45,73,2164,150.0,4,17
31653,1,0,3.2,5,18,73,782,300.0,4,17
31657,1,0,3.8,57,46,73,141,500.0,4,17
31658,1,0,3.8,132,46,73,2079,300.0,4,17
31659,0,0,2.8,26,45,73,1774,400.0,4,17
31661,0,0,2.8,13,45,73,772,500.0,4,17
31662,0,0,2.6,16,43,73,2164,250.0,4,17
31663,1,0,3.9,151,43,50,2369,400.0,4,17
31664,1,0,3.7,103,45,73,1684,400.0,4,17
31665,1,0,3.4,257,40,73,382,250.0,4,17
31667,1,0,3.7,34,18,73,1597,200.0,4,17
31669,1,0,3.1,53,40,73,1098,100.0,4,17
31672,0,0,4.2,3236,0,29,1597,300.0,4,17
31673,0,1,4.4,287,0,24,985,1300.0,4,17
31674,1,1,4.5,816,0,24,978,800.0,4,17
